5
17.193922 21.496441 -4.047062 -8.095073 403.402618
16.861963 21.067974 -4.042310 -8.237827 402.641083
16.486231 20.760134 -3.997258 -8.172029 402.056519
16.178122 20.217403 -4.040308 -8.053020 403.584961
15.961885 19.634180 -4.036076 -8.327558 403.087708
15.609796 19.149624 -4.025039 -8.411956 402.798096
15.510288 18.659582 -4.023540 -8.280308 402.395905
15.735284 18.906588 -3.996178 -8.297750 404.162537
15.847918 19.537773 -3.950229 -8.461897 404.158386
16.078579 20.055750 -3.951967 -8.337437 401.132080
16.496639 21.101477 -3.925838 -8.038387 400.769165
17.200296 22.896450 -3.927398 -7.995959 400.718475
18.193167 24.479782 -3.943382 -8.210506 400.849426
18.805130 25.709757 -3.915584 -7.811796 402.861694
19.285975 26.671717 -3.924492 -8.015000 403.484589
19.783154 27.453648 -3.944639 -8.056203 403.752075
20.322981 28.196226 -3.911752 -8.259612 404.004028
20.689329 28.807680 -3.941968 -8.375096 404.012024
20.971685 29.609903 -3.893220 -8.251692 403.967346
21.230301 30.144936 -3.896518 -8.209136 403.626129
21.569155 30.801945 -3.914971 -7.967682 403.203522
21.717394 31.435423 -3.899624 -7.813005 404.658081
21.925112 32.001583 -3.908498 -7.771836 404.964935
22.567247 32.518890 -3.902462 -7.635759 404.249603
23.035429 33.178452 -3.924935 -7.100631 404.421967
23.124239 33.624496 -3.958235 -7.148154 404.371552
23.286121 34.246082 -3.908941 -6.967160 404.119904
23.813192 34.784924 -3.897887 -7.263314 404.642303
23.872307 35.276604 -3.931051 -7.112995 404.719482
24.250347 35.808559 -3.926741 -6.621696 404.135986
24.841803 36.344353 -3.911241 -5.814822 404.162659
25.055840 36.854885 -3.946056 -5.793361 404.895294
25.870993 37.413525 -3.918154 -5.879462 403.936340
26.094908 37.601070 -3.966070 -5.646604 403.472351
26.236231 38.161915 -3.934729 -5.954255 402.251923
26.525419 38.338123 -4.006745 -6.028928 402.905060
26.241766 39.003147 -3.908338 -5.771164 403.470734
26.343506 38.986946 -3.932822 -6.809826 403.768341
26.539370 39.142902 -3.920047 -7.245975 403.457001
26.144594 39.232529 -3.942105 -7.619510 403.030792
26.191675 39.591797 -3.933493 -7.263824 402.941193
26.665192 40.022610 -3.930727 -7.261577 402.873016
27.074923 40.438572 -3.935615 -6.259573 402.039734
27.221815 40.816978 -3.937097 -6.241398 401.488251
27.519733 41.219086 -3.925310 -5.935462 400.988159
27.705572 41.483891 -3.884771 -7.717740 401.198578
27.739758 41.676365 -3.863957 -7.822765 401.922821
27.424322 41.953884 -3.827268 -8.025425 402.681610
27.628923 42.240673 -3.832402 -8.154869 403.275330
27.767862 42.405945 -3.843194 -8.639007 404.158569
28.072685 42.659206 -3.840264 -8.834530 404.303314
28.036491 42.804672 -3.834711 -8.541952 404.319397
28.002895 43.028656 -3.859021 -7.776721 404.512299
27.676497 43.308594 -3.886509 -8.605060 404.652557
27.889137 43.485092 -3.891176 -8.593631 404.519348
28.004469 43.646069 -3.909401 -8.775783 404.230743
28.401321 43.765762 -3.905075 -8.930528 403.813049
28.223598 43.890980 -3.933307 -8.675209 403.854675
27.929693 43.895535 -3.895860 -9.041260 404.073486
27.670927 43.091644 -3.931902 -8.768595 403.999786
26.700144 42.115105 -3.921341 -8.776549 404.699585
26.022747 41.033707 -3.937803 -9.650441 404.895111
25.512598 40.215389 -3.967263 -9.468721 404.998779
25.218914 39.479355 -3.948441 -10.334785 405.530029
24.949860 38.878326 -3.958865 -9.613962 405.788513
24.435108 38.473953 -3.956627 -10.194083 404.082794
24.148317 37.996082 -3.971504 -10.299254 402.077667
24.176321 37.209393 -3.992437 -10.820210 402.884399
23.300838 36.225563 -3.987634 -11.094817 403.597351
22.719189 35.018570 -4.012241 -10.992861 403.738678
22.041191 33.946129 -4.045121 -11.533334 403.664978
21.211477 33.048931 -4.064572 -11.576649 404.697754
20.686331 32.381592 -4.011821 -11.009686 404.921570
20.477978 31.646114 -4.065598 -10.709085 404.910614
20.065559 30.894043 -4.077024 -11.506694 404.860748
19.494255 30.248388 -4.037575 -11.661763 405.389252
19.002562 29.552757 -4.064521 -12.674021 405.726349
18.447704 28.894835 -4.067989 -13.054822 405.922424
17.892670 28.278923 -4.064317 -12.900067 406.182190
17.514620 27.685644 -4.113781 -12.089259 405.884674
17.196154 27.187426 -4.073379 -12.487918 406.063629
17.171556 26.648790 -4.120628 -11.597003 406.023712
16.998922 26.146938 -4.119646 -11.456812 406.028015
16.423414 25.502583 -4.120219 -11.558849 406.627167
17.298845 24.916613 -4.167213 -11.824309 406.543915
18.034742 24.552786 -4.139620 -11.791112 406.355927
17.812130 24.196795 -4.133216 -11.393959 406.325958
17.837448 23.871275 -4.071879 -11.488656 406.630737
17.170858 23.597536 -4.057078 -11.424254 406.651245
17.283192 23.268629 -4.053399 -11.226960 406.679108
17.294670 22.929266 -4.032311 -10.973448 406.791229
16.928564 22.658062 -4.008176 -10.699803 406.918060
14.967529 22.285753 -4.051457 -12.263337 407.181244
13.213073 21.898745 -4.038989 -12.282244 406.832977
14.451357 21.554384 -4.096478 -10.864359 406.364777
15.683088 21.293032 -4.174572 -10.746798 406.521759
