5
22.431299 20.502390 2.841348 3.242102 403.515167 fault
22.864275 20.819807 3.173357 4.118905 403.128906 fault
23.277042 21.104084 3.545989 4.339764 403.680420 fault
23.508335 21.359016 3.906102 4.884908 404.440765 fault
23.823174 21.731325 4.295785 5.244288 405.100342 fault
24.207268 22.070162 4.646249 5.030964 404.812225 fault
24.284208 22.401424 4.806539 5.006081 404.735596 fault
24.401838 22.588514 4.957213 5.011020 404.176880 fault
24.628309 23.015909 5.075150 5.560286 403.773132 fault
25.133221 23.230593 5.342314 6.089520 402.884674 fault
25.414585 23.661234 5.641164 6.155055 403.492920 fault
25.551638 23.864803 5.774306 6.208019 403.946777 fault
25.824610 24.155489 5.976608 6.708979 405.040466 fault
26.197090 24.353720 6.272694 6.843574 405.728119 fault
26.347252 24.720333 6.518201 6.950599 405.758606 fault
26.537718 24.976704 6.661457 7.163557 404.037567 fault
27.041384 25.309855 6.979992 7.488787 404.839081 fault
27.193167 25.601683 7.173965 7.920047 404.749054 fault
27.709826 26.007662 7.437904 8.193140 404.059326 fault
27.798742 26.220919 7.633278 7.894395 404.925995 fault
27.895746 26.614605 7.758965 8.061081 405.622375 fault
28.137922 26.906960 7.863701 7.896984 405.523163 fault
28.299267 27.230486 7.944790 8.255338 406.832489 fault
28.704237 27.523489 8.127987 8.401265 406.015045 fault
28.744011 27.622194 8.101347 7.704629 406.093475 fault
28.604748 27.846350 7.965781 7.796404 405.510590 fault
28.832369 28.125893 8.011921 8.314706 404.527313 fault
29.091860 28.319784 8.132278 8.262139 404.398560 fault
29.147608 28.624454 8.161150 8.541550 404.860931 fault
29.260963 28.811087 8.198913 8.322504 405.628601 fault
29.167969 29.064756 8.199606 8.107574 405.992554 fault
29.168066 29.227835 8.107462 7.865609 406.448029 fault
29.287621 29.435450 8.056686 8.146178 406.316895 fault
29.479940 29.659674 8.043622 8.272665 405.695221 fault
29.903708 29.803627 8.112877 8.684065 406.039856 fault
30.068621 30.025221 8.196919 8.147728 406.635956 fault
29.994270 30.306129 8.203256 7.907868 405.571594 fault
29.965706 30.334099 8.016982 7.859392 404.988403 fault
29.638996 30.126823 7.943450 7.915363 404.017212 fault
29.389547 29.931034 7.825212 7.316575 404.694946 fault
28.963362 29.436268 7.656682 7.070012 404.924652 fault
28.617880 29.139534 7.490507 6.895474 403.789093 fault
28.291800 28.834608 7.257410 6.121150 403.840424 fault
27.925562 28.516804 6.948528 5.885489 404.557037 fault
27.794825 28.307709 6.784129 5.701762 404.752350 fault
27.503798 28.074236 6.568201 5.890097 405.996765 fault
27.303642 27.851120 6.342478 5.446181 405.372498 fault
27.056927 27.549215 6.134143 5.136028 405.110107 fault
26.788290 27.309792 5.925969 5.241410 403.867645 fault
26.813942 27.087255 5.733529 5.651685 404.013397 fault
26.454443 26.838982 5.532982 4.907766 404.376648 fault
26.213142 26.661991 5.357742 4.901637 404.824432 fault
26.130882 26.398113 5.213186 4.423652 404.830475 fault
25.806555 26.224888 5.063874 3.743675 405.192627 fault
25.675468 26.049107 4.914460 4.218642 405.792572 fault
25.586004 25.831358 4.847774 4.110217 406.424561 fault
25.339560 25.757517 4.746820 3.473241 404.287018 fault
25.358841 25.506245 4.567616 3.847049 405.305176 fault
25.158838 25.316395 4.416447 3.905643 406.523468 fault
25.071289 25.156889 4.361934 3.695616 407.153564 fault
24.990364 24.990961 4.183401 3.936864 406.584930 fault
24.798130 24.783379 4.084728 3.993056 405.817902 fault
24.591621 24.584042 3.981508 3.475421 405.707001 fault
24.516165 24.449549 3.821942 3.632619 406.095795 fault
24.370285 24.265423 3.666639 3.402916 406.134979 fault
24.137281 24.105923 3.558168 3.221084 406.172791 fault
23.821301 23.922102 3.444489 2.955708 406.714539 fault
23.773130 23.716206 3.272438 2.924947 407.000122 fault
23.537176 23.579639 3.111379 2.969979 406.432617 fault
22.913895 21.740873 3.420141 3.236496 402.932434 fault
22.902843 21.656261 3.703307 3.365575 406.035370 fault
22.799572 21.591995 3.880127 3.284072 405.312378 fault
22.740705 21.453653 3.969738 3.313113 404.207947 fault
22.735149 21.453697 4.122104 3.386584 404.999054 fault
22.722309 21.369305 4.174833 3.346226 404.892670 fault
22.677547 21.256239 4.198424 3.396797 403.934723 fault
22.597151 21.152918 4.267442 3.498280 404.746277 fault
22.676729 21.149374 4.341774 3.484296 405.033081 fault
22.721645 21.069925 4.390254 3.604543 404.312714 fault
22.683252 21.093744 4.475944 3.610817 405.341705 fault
22.715429 20.987288 4.540891 3.650232 406.196899 fault
22.772575 20.951551 4.613843 3.756603 406.516113 fault
22.635086 20.787985 4.633385 3.678846 405.938477 fault
22.741096 20.757324 4.694461 4.204113 406.091919 fault
22.857689 20.739559 4.821016 4.199395 406.250092 fault
22.812397 20.637394 4.876936 4.056164 406.300140 fault
22.794804 20.558947 4.921757 4.176977 405.816620 fault
22.844641 20.532129 4.984108 4.406006 406.140991 fault
22.876732 20.552536 5.088044 4.613690 406.639343 fault
22.719431 20.503668 5.158493 4.539307 407.091339 fault
22.748232 20.473583 5.233853 4.490437 406.804901 fault
22.913898 20.469330 5.341632 4.980105 406.907562 fault
23.031647 20.495918 5.424975 5.047522 407.178284 fault
23.030319 20.416168 5.470129 5.190242 407.114746 fault
23.164803 20.398218 5.624158 5.542211 405.142914 fault
23.271660 20.416357 5.813840 5.614434 405.309082 fault
23.273380 20.386055 5.886213 5.632966 406.037109 fault
23.367096 20.388592 5.957957 5.566128 404.657074 fault
23.294064 20.420630 6.000084 5.563460 404.109497 fault
23.340832 20.387825 6.083865 5.959439 404.687103 fault
23.563080 20.351818 6.220368 6.123058 404.766083 fault
23.571800 20.243589 6.324236 6.463192 404.601166 fault
23.837049 20.350973 6.547481 6.844070 404.650604 fault
23.875652 20.348616 6.647541 6.941514 405.569733 fault
23.934263 20.372751 6.811007 7.188459 405.512573 fault
24.075212 20.306612 6.927683 7.443172 405.240997 fault
24.224627 20.328211 7.131791 8.016794 405.226257 fault
24.426235 20.558931 7.417211 8.067130 405.225891 fault
24.515806 20.556437 7.555607 8.539437 404.951477 fault
24.727255 20.692429 7.841899 8.404365 404.730255 fault
24.693308 20.818012 8.008329 8.393072 404.753876 fault
24.730839 20.944437 8.075953 8.095265 404.502686 fault
24.609489 21.017469 8.132960 7.983989 404.468109 fault
24.581367 21.067394 8.101926 7.826723 404.712250 fault
24.561438 21.070953 8.013507 7.877481 404.458984 fault
24.663912 21.167278 8.026350 8.267006 405.457703 fault
24.706236 21.176167 8.040931 8.267436 405.280609 fault
24.627016 21.093216 8.086818 7.829141 405.305176 fault
24.527967 21.145985 7.973599 7.514557 405.635529 fault
24.441120 21.273455 7.907648 7.035560 406.509064 fault
24.199673 21.159969 7.734591 6.717955 406.352417 fault
24.190969 21.158657 7.535611 6.872462 405.554230 fault
24.079538 21.040907 7.377765 6.690651 404.337433 fault
24.028337 21.012493 7.224727 6.648303 404.895111 fault
23.854601 20.891716 7.071527 6.276492 404.662384 fault
23.794813 20.818439 6.908777 6.170512 404.959808 fault
23.741739 20.852249 6.756791 6.351455 406.133118 fault
23.718363 20.757593 6.610149 6.053660 406.191986 fault
23.546200 20.726835 6.467246 6.013331 405.909424 fault
23.392969 20.583654 6.313385 5.820994 404.141174 fault
23.363655 20.691168 6.168162 5.682600 404.792236 fault
23.247105 20.650391 6.104038 4.979964 404.921570 fault
23.155478 20.565634 6.002515 5.084331 405.135437 fault
