5
17.157967 18.901199 -5.908995 -5.244191 405.113098
17.037474 18.690088 -6.117159 -4.750988 404.503448
16.846481 18.491398 -6.261582 -4.838828 404.580933
16.867107 18.320591 -6.290998 -4.756694 404.887909
16.728718 18.128536 -6.341477 -5.237557 403.878601
16.605770 17.969402 -6.430994 -4.925628 403.585754
17.022535 17.838947 -6.433787 -4.443814 405.046661
16.947487 17.694557 -6.206549 -4.178370 404.396088
17.398386 17.550100 -5.955174 -3.986050 404.715759
17.062685 17.565025 -5.642746 -4.343531 403.800598
16.845663 17.398558 -5.382353 -3.930778 404.205292
17.245703 17.270893 -4.965945 -2.552649 404.669250
18.359955 17.213833 -4.434531 -1.559655 404.695587
18.807011 17.131432 -3.740908 -0.805546 404.496765
18.851086 17.210955 -3.029269 -0.382671 404.036163
19.388103 18.145473 -2.350245 -0.183486 404.785522
20.892277 19.916384 -1.673981 0.773517 405.253998
21.591280 21.009312 -1.156210 1.344959 403.639313
22.717606 22.157665 -0.538389 1.740403 402.544464
23.718353 23.068727 0.007148 2.670728 402.836945
24.200542 23.833376 0.579698 2.633494 403.170380
24.809151 24.635429 1.087113 2.966337 403.817139
25.178913 25.356310 1.450717 2.405257 403.595917
25.510113 26.079578 1.745901 2.712749 403.507355
26.127867 26.766472 1.997241 3.217047 404.066406
26.968227 27.517595 2.270025 3.860692 404.852142
27.311876 28.178661 2.630455 4.294871 404.573822
28.095919 28.749426 2.935899 4.002935 403.842346
28.341200 29.431232 3.126810 4.152683 403.655731
28.540192 30.023380 3.352306 4.314402 403.285736
28.965214 30.525171 3.523236 4.414517 403.104218
29.412830 31.161854 3.766414 5.009743 403.437531
30.005257 31.708036 3.994487 6.092637 403.465057
30.523012 32.235668 4.227431 4.664210 403.439240
31.186586 32.803501 4.265176 5.971396 403.247681
31.460348 33.313175 4.494949 5.586679 404.734009
31.207996 33.825146 4.654876 5.718608 404.889587
31.411934 34.287968 4.692519 4.839412 404.914337
31.379128 34.577732 4.402599 4.085733 403.599609
31.186977 34.942440 4.224546 4.322794 403.595306
31.142693 35.416321 4.167083 4.425441 403.698486
31.377357 35.670982 4.085264 4.394851 404.744293
31.820301 36.063850 4.131177 4.760566 405.684906
32.002026 36.513287 4.027906 4.563289 406.456268
32.331413 36.983177 4.062176 4.711920 405.894562
32.248318 37.318695 3.905610 4.294535 406.420929
32.336079 37.741745 3.744101 4.275720 405.215485
32.548756 38.040981 3.630933 4.297846 404.810822
32.847702 38.389717 3.685575 4.739837 404.608002
32.883369 38.750759 3.818848 3.802347 405.713867
32.985825 38.550987 3.720817 3.684349 405.743774
32.595375 37.877670 3.716422 3.921023 405.975159
31.695892 36.571590 3.655052 3.215871 406.788513
30.964893 35.102016 3.593144 3.154533 406.272888
29.912870 34.189548 3.565373 3.609744 406.164886
29.600365 33.536892 3.587073 3.697294 406.222656
29.478119 33.180443 3.662734 3.442019 406.388580
28.888874 32.698883 3.562332 3.017359 406.998352
28.692928 32.465633 3.566122 3.314322 406.751953
28.461346 32.087143 3.534577 2.725779 407.192688
28.386572 31.534180 3.396950 2.215042 407.006165
28.036968 31.097383 3.237793 2.235210 407.872681
27.850384 30.713142 3.170326 2.078142 407.755157
27.620560 30.321545 3.114882 1.652355 407.705658
27.176661 30.002907 2.986675 1.092546 407.860107
26.684320 29.703278 2.873030 0.692627 408.178284
26.246330 29.382627 2.637561 -0.502930 405.830719
25.409395 29.074894 2.284299 -1.022620 406.198669
24.750847 28.565708 1.793065 -0.618187 406.147217
24.449821 28.183708 1.265245 -1.051661 404.023651
23.977270 27.794367 0.535426 -0.504024 405.133789
23.781000 27.451319 -0.357376 -1.162938 406.661713
22.883648 27.053869 -1.104685 -2.076047 407.308624
22.407011 26.680983 -1.620055 -3.096089 405.714844
22.255842 26.371212 -2.254546 -3.081290 406.744385
22.056402 26.112213 -2.599439 -3.033919 407.574860
21.465252 25.849684 -2.764728 -3.262298 405.969879
21.154501 25.503366 -2.930800 -3.867483 405.110748
20.806574 25.288927 -2.919400 -3.446542 405.603729
20.644531 24.898317 -3.082667 -3.332764 406.079254
20.658617 24.614292 -3.387304 -3.729873 406.110229
20.598986 24.155626 -3.877788 -2.437983 406.579498
19.925377 23.908758 -4.244882 -4.112271 406.631592
19.869135 23.715576 -4.209762 -4.294928 406.541931
19.917150 23.454748 -4.244936 -5.112975 406.315308
19.887463 23.224224 -4.235090 -4.025652 405.654938
19.158928 22.902798 -4.361328 -5.174131 405.920990
19.381495 22.581667 -4.825712 -4.946204 405.431091
19.330090 22.253492 -5.165879 -5.733728 404.129639
19.005678 22.020752 -5.522910 -4.401112 404.061279
19.277321 21.821669 -5.653979 -4.966013 404.298553
19.032276 21.608162 -5.798441 -4.869444 404.021912
18.342001 21.301088 -6.048226 -4.532266 403.914520
18.551117 21.111782 -6.115779 -6.200723 404.149384
17.936989 20.844482 -6.239508 -4.917299 404.422333
17.859543 20.588631 -6.463733 -6.047649 405.042664
